LECROYMAUI,0,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,23-Feb-2022 15:53:23,0                 
Time,Ampl
-0.099706,-0.001290836638
-0.099704,-0.001313933985
-0.099702,-0.00132918695
-0.0997,-0.001356206488
-0.099698,-0.001363615071
-0.099696,-0.001387148217
-0.099694,-0.001411552961
-0.099692,-0.001427677524
-0.09969,-0.001432035514
-0.099688,-0.001457311856
-0.099686,-0.001460362449
-0.099684,-0.001488253585
-0.099682,-0.001501763354
-0.09968,-0.00150786454
-0.099678,-0.001519195314
-0.099676,-0.001543164259
-0.099674,-0.001550137043
-0.099672,-0.001554059234
-0.09967,-0.001575413385
-0.099668,-0.001582386169
-0.099666,-0.001605919315
-0.099664,-0.001594588541
-0.099662,-0.001610713104
-0.09966,-0.001611584702
-0.099658,-0.001626401868
-0.099656,-0.001636425245
-0.099654,-0.001636425245
-0.099652,-0.001651242411
-0.09965,-0.001650370813
-0.099648,-0.001660829989
-0.099646,-0.001664316381
-0.099644,-0.001667802773
-0.099642,-0.00167782615
-0.09964,-0.001676954552
-0.099638,-0.00167346816
-0.099636,-0.001685234733
-0.099634,-0.001694386512
-0.099632,-0.001679133547
-0.09963,-0.001710075276
-0.099628,-0.001700487698
-0.099626,-0.001712254271
-0.099624,-0.001715304864
-0.099622,-0.001723149246
-0.09962,-0.001732301025
-0.099618,-0.001742760201
-0.099616,-0.001752783578
-0.099614,-0.00174755399
-0.099612,-0.001759320563
-0.09961,-0.001788519096
-0.099608,-0.001784161106
-0.099606,-0.001803772061
-0.099604,-0.001809873247
-0.099602,-0.001833406393
-0.0996,-0.001844301368
-0.099598,-0.001854324745
-0.099596,-0.001873499901
-0.099594,-0.00188265168
-0.099592,-0.001897904645
-0.09959,-0.001915772404
-0.099588,-0.001923616786
-0.099586,-0.001944099339
-0.099584,-0.00195237952
-0.099582,-0.001966760887
-0.09958,-0.001985064445
-0.099578,-0.001999445812
-0.099576,-0.002002060606
-0.099574,-0.002008597591
-0.099572,-0.002038667722
-0.09957,-0.002029515943
-0.099568,-0.002056099682
-0.099566,-0.002063508265
-0.099564,-0.002077453833
-0.099562,-0.002102730175
-0.09956,-0.002111446155
-0.099558,-0.002115368346
-0.099556,-0.002134543502
-0.099554,-0.002144566879
-0.099552,-0.002168100025
-0.09955,-0.002168535824
-0.099548,-0.002179866598
-0.099546,-0.002218652709
-0.099544,-0.00220950093
-0.099542,-0.002242621654
-0.09954,-0.002251773433
-0.099538,-0.002258310418
-0.099536,-0.002281843564
-0.099534,-0.00228794475
-0.099532,-0.002306684107
-0.09953,-0.002317579082
-0.099528,-0.002338497434
-0.099526,-0.00234895661
-0.099524,-0.002355929394
-0.099522,-0.002380769937
-0.09952,-0.002382513133
-0.099518,-0.002393843907
-0.099516,-0.002419556048
-0.099514,-0.00243175842
-0.099512,-0.002426093033
-0.09951,-0.002450061978
-0.099508,-0.002459213757
-0.099506,-0.002463571747
-0.099504,-0.002487104893
-0.099502,-0.002492334481
-0.0995,-0.002506715848
-0.099498,-0.002518046622
-0.099496,-0.002531120592
-0.099494,-0.002548988351
-0.099492,-0.002550731547
-0.09949,-0.002579058482
-0.099488,-0.002589081859
-0.099486,-0.002603027427
-0.099484,-0.002608692814
-0.099482,-0.002622202583
-0.09948,-0.002624817377
-0.099478,-0.002643556734
-0.099476,-0.00266273189
-0.099474,-0.002666654081
-0.099472,-0.002686700835
-0.09947,-0.002699339006
-0.099468,-0.002707619187
-0.099466,-0.00271502777
-0.099464,-0.002727665941
-0.099462,-0.002752506484
-0.09946,-0.002743790504
-0.099458,-0.002768631047
-0.099456,-0.002765144655
-0.099454,-0.002778654424
-0.099452,-0.002800008575
-0.09945,-0.002805673962
-0.099448,-0.002803930766
-0.099446,-0.002829207108
-0.099444,-0.002829207108
-0.099442,-0.002838358887
-0.09944,-0.002844024274
-0.099438,-0.002856226646
-0.099436,-0.00287191541
-0.099434,-0.002876709199
-0.099432,-0.002896320154
-0.09943,-0.002905471933
-0.099428,-0.002894141159
-0.099426,-0.002914623712
-0.099424,-0.002909394124
-0.099422,-0.002918110104
-0.09942,-0.002942514848
-0.099418,-0.002942514848
-0.099416,-0.002956896215
-0.099414,-0.002968226989
-0.099412,-0.002973020778
-0.09941,-0.002972584979
-0.099408,-0.002990888537
-0.099406,-0.003000040316
-0.099404,-0.003010063693
-0.099402,-0.003020522869
-0.0994,-0.003034032638
-0.099398,-0.003032725241
-0.099396,-0.003045799211
-0.099394,-0.003065410166
-0.099392,-0.003065845965
-0.09939,-0.003080663131
-0.099388,-0.003102017282
-0.099386,-0.003097659292
-0.099384,-0.003122064036
-0.099382,-0.003120756639
-0.09938,-0.003128165222
-0.099378,-0.003154313162
-0.099376,-0.003154748961
-0.099374,-0.00317261672
-0.099372,-0.003185254891
-0.09937,-0.003192227675
-0.099368,-0.003215760821
-0.099366,-0.003213146027
-0.099364,-0.003231449585
-0.099362,-0.003249317344
-0.09936,-0.003249317344
-0.099358,-0.003271543093
-0.099356,-0.003295512038
-0.099354,-0.00330335642
-0.099352,-0.003315558792
-0.09935,-0.003319045184
-0.099348,-0.003332554953
-0.099346,-0.003342142531
-0.099344,-0.003350422712
-0.099342,-0.003370905265
-0.09934,-0.003384850833
-0.099338,-0.003382236039
-0.099336,-0.003413177768
-0.099334,-0.003417535758
-0.099332,-0.00342538014
-0.09933,-0.003435839316
-0.099328,-0.003448041688
-0.099326,-0.003461551457
-0.099324,-0.003459808261
-0.099322,-0.003477240221
-0.09932,-0.003480726613
-0.099318,-0.003495979578
-0.099316,-0.003510360945
-0.099314,-0.003510360945
-0.099312,-0.003533022493
-0.09931,-0.003546096463
-0.099308,-0.003549147056
-0.099306,-0.003560913629
-0.099304,-0.003576166594
-0.099302,-0.003569629609
-0.0993,-0.003594905951
-0.099298,-0.003594034353
-0.099296,-0.003601878735
-0.099294,-0.003611466313
-0.099292,-0.003624976082
-0.09929,-0.003618439097
-0.099288,-0.003633692062
-0.099286,-0.003631948866
-0.099284,-0.003648509228
-0.099282,-0.003649816625
-0.09928,-0.003646330233
-0.099278,-0.003661583198
-0.099276,-0.003658096806
-0.099274,-0.003672042374
-0.099272,-0.003674221369
-0.09927,-0.003682065751
-0.099268,-0.003680322555
-0.099266,-0.003692960726
-0.099264,-0.003699497711
-0.099262,-0.003693832324
-0.09926,-0.003700369309
-0.099258,-0.003709956887
-0.099256,-0.00371300748
-0.099254,-0.003716058073
-0.099252,-0.003736976425
-0.09925,-0.003737412224
-0.099248,-0.003744385008
-0.099246,-0.003750486194
-0.099244,-0.003753536787
-0.099242,-0.003766610757
-0.09924,-0.003776198335
-0.099238,-0.00377837733
-0.099236,-0.003782299521
-0.099234,-0.003794501893
-0.099232,-0.003802782074
-0.09923,-0.003801474677
-0.099228,-0.003803217873
-0.099226,-0.003818906637
-0.099224,-0.003827622617
-0.099222,-0.003834595401
-0.09922,-0.003845490376
-0.099218,-0.003840696587
-0.099216,-0.003856385351
-0.099214,-0.00386553713
-0.099212,-0.003865101331
-0.09921,-0.003884276487
-0.099208,-0.003901708447
-0.099206,-0.003899529452
-0.099204,-0.003906066437
-0.099202,-0.003918704608
-0.0992,-0.003923062598
-0.099198,-0.003934829171
-0.099196,-0.003951389533
-0.099194,-0.003954875925
-0.099192,-0.003948774739
-0.09919,-0.003975358478
-0.099188,-0.003975358478
-0.099186,-0.003984946056
-0.099184,-0.004004121212
-0.099182,-0.00400499281
-0.09918,-0.004012837192
-0.099178,-0.004017630981
-0.099176,-0.004021988971
-0.099174,-0.004024167966
-0.099172,-0.004033319745
-0.09917,-0.004038985132
-0.099168,-0.004047701112
-0.099166,-0.004041164127
-0.099164,-0.004049008509
-0.099162,-0.004053802298
-0.09916,-0.004057724489
-0.099158,-0.0040529307
-0.099156,-0.004070798459
-0.099154,-0.004066440469
-0.099152,-0.004062082479
-0.09915,-0.004069055263
-0.099148,-0.004072977454
-0.099146,-0.004081693434
-0.099144,-0.004086051424
-0.099142,-0.004096074801
-0.09914,-0.004090409414
-0.099138,-0.004097817997
-0.099136,-0.004101740188
-0.099134,-0.0040965106
-0.099132,-0.004106969776
-0.09913,-0.004109148771
-0.099128,-0.004109148771
-0.099126,-0.004116121555
-0.099124,-0.004116121555
-0.099122,-0.004110891967
-0.09912,-0.004111327766
-0.099118,-0.004108277173
-0.099116,-0.004120043746
-0.099114,-0.004110456168
-0.099112,-0.004105662379
-0.09911,-0.004110020369
-0.099108,-0.004104790781
-0.099106,-0.004116993153
-0.099104,-0.004128323927
-0.099102,-0.004110456168
-0.0991,-0.004128323927
-0.099098,-0.004119607947
-0.099096,-0.004122222741
-0.099094,-0.004137475706
-0.099092,-0.004128323927
-0.09909,-0.004130067123
-0.099088,-0.00414880648
-0.099086,-0.004143576892
-0.099084,-0.00414880648
-0.099082,-0.004160573053
-0.09908,-0.004158394058
-0.099078,-0.004154907666
-0.099076,-0.004150985475
-0.099074,-0.004171468028
-0.099072,-0.004168853234
-0.09907,-0.004174518621
-0.099068,-0.004187592591
-0.099066,-0.004174082822
-0.099064,-0.004178440812
-0.099062,-0.004187156792
-0.09906,-0.004186720993
-0.099058,-0.004185849395
-0.099056,-0.00419238638
-0.099054,-0.004197180169
-0.099052,-0.004193257978
-0.09905,-0.004186720993
-0.099048,-0.004202845556
-0.099046,-0.004190643184
-0.099044,-0.004191950581
-0.099042,-0.004197615968
-0.09904,-0.00419674437
-0.099038,-0.004186285194
-0.099036,-0.004191514782
-0.099034,-0.004193257978
-0.099032,-0.00418802839
-0.09903,-0.004199359164
-0.099028,-0.004186285194
-0.099026,-0.004190207385
-0.099024,-0.004204588752
-0.099022,-0.004185849395
-0.09902,-0.00419238638
-0.099018,-0.004184977797
-0.099016,-0.004193693777
-0.099014,-0.004210254139
-0.099012,-0.004186285194
-0.09901,-0.004191950581
-0.099008,-0.004187592591
-0.099006,-0.004172775425
-0.099004,-0.004185849395
-0.099002,-0.004184977797
-0.099,-0.004176697616
-0.098998,-0.004178005013
-0.098996,-0.004164495244
-0.098994,-0.004161008852
-0.098992,-0.004162752048
-0.09899,-0.004171468028
-0.098988,-0.004157086661
-0.098986,-0.004160137254
-0.098984,-0.004163623646
-0.098982,-0.004150985475
-0.09898,-0.004150985475
-0.098978,-0.004160573053
-0.098976,-0.004147499083
-0.098974,-0.004152292872
-0.098972,-0.004146627485
-0.09897,-0.004137475706
-0.098968,-0.004133553515
-0.098966,-0.00412701653
-0.098964,-0.004134860912
-0.098962,-0.004133117716
-0.09896,-0.004130502922
-0.098958,-0.004132681917
-0.098956,-0.004108712972
-0.098954,-0.004114814158
-0.098952,-0.00410522658
-0.09895,-0.004104790781
-0.098948,-0.004088230419
-0.098946,-0.004107841374
-0.098944,-0.004089537816
-0.098942,-0.00408779462
-0.09894,-0.004086487223
-0.098938,-0.004077771243
-0.098936,-0.004074284851
-0.098934,-0.004068183665
-0.098932,-0.004059467685
-0.09893,-0.00404857271
-0.098928,-0.004050751705
-0.098926,-0.004046393715
-0.098924,-0.004037241936
-0.098922,-0.004036370338
-0.09892,-0.004032012348
-0.098918,-0.00403114075
-0.098916,-0.004030269152
-0.098914,-0.004009786599
-0.098912,-0.004017630981
-0.09891,-0.004015451986
-0.098908,-0.004004557011
-0.098906,-0.004004557011
-0.098904,-0.003997148428
-0.098902,-0.00398756085
-0.0989,-0.003995841031
-0.098898,-0.003975358478
-0.098896,-0.003976665875
-0.098894,-0.003983638659
-0.098892,-0.003963591905
-0.09889,-0.003970564689
-0.098888,-0.003958362317
-0.098886,-0.003940058759
-0.098884,-0.00394398095
-0.098882,-0.003931342779
-0.09888,-0.003925677392
-0.098878,-0.003919576206
-0.098876,-0.003914346618
-0.098874,-0.00390040105
-0.098872,-0.003897786256
-0.09887,-0.003883404889
-0.098868,-0.003887762879
-0.098866,-0.003877739502
-0.098864,-0.003869023522
-0.098862,-0.003855513753
-0.09886,-0.00385682115
-0.098858,-0.003853770557
-0.098856,-0.003841568185
-0.098854,-0.003831980607
-0.098852,-0.003835902798
-0.09885,-0.003820649833
-0.098848,-0.003822393029
-0.098846,-0.003812369652
-0.098844,-0.003810190657
-0.098842,-0.003803653672
-0.09884,-0.003784914315
-0.098838,-0.003784042717
-0.098836,-0.003781863722
-0.098834,-0.00376094537
-0.098832,-0.003769225551
-0.09883,-0.003760073772
-0.098828,-0.003735233229
-0.098826,-0.003748307199
-0.098824,-0.003724774053
-0.098822,-0.003713879078
-0.09882,-0.003716929671
-0.098818,-0.0037042915
-0.098816,-0.003701676706
-0.098814,-0.003692524927
-0.098812,-0.003672913972
-0.09881,-0.003679450957
-0.098808,-0.00366942758
-0.098806,-0.003661147399
-0.098804,-0.003645894434
-0.098802,-0.003642843841
-0.0988,-0.003637178454
-0.098798,-0.003623232886
-0.098796,-0.003620182293
-0.098794,-0.003611466313
-0.098792,-0.003611030514
-0.09879,-0.003603621931
-0.098788,-0.003575730795
-0.098786,-0.003581396182
-0.098784,-0.003572680202
-0.098782,-0.003552197649
-0.09878,-0.003555248242
-0.098778,-0.003540431076
-0.098776,-0.003538252081
-0.098774,-0.003523434915
-0.098772,-0.003506002955
-0.09877,-0.003492493186
-0.098768,-0.003480726613
-0.098766,-0.003476804422
-0.098764,-0.003454142874
-0.098762,-0.003444991095
-0.09876,-0.003433660321
-0.098758,-0.003423636944
-0.098756,-0.003416228361
-0.098754,-0.003397489004
-0.098752,-0.003378749647
-0.09875,-0.003372648461
-0.098748,-0.003355216501
-0.098746,-0.003353473305
-0.098744,-0.003328196963
-0.098742,-0.003327325365
-0.09874,-0.003312943998
-0.098738,-0.003295076239
-0.098736,-0.003296819435
-0.098734,-0.003286360259
-0.098732,-0.003269364098
-0.09873,-0.003259340721
-0.098728,-0.003241037163
-0.098726,-0.003230577987
-0.098724,-0.003217504017
-0.098722,-0.003217504017
-0.09872,-0.00319440667
-0.098718,-0.003186562288
-0.098716,-0.003184383293
-0.098714,-0.003170873524
-0.098712,-0.003140803393
-0.09871,-0.003142982388
-0.098708,-0.003123371433
-0.098706,-0.003121628237
-0.098704,-0.003114219654
-0.098702,-0.00308981491
-0.0987,-0.0030941729
-0.098698,-0.003087635915
-0.098696,-0.003068896558
-0.098694,-0.003052336196
-0.098692,-0.003049285603
-0.09869,-0.003031853643
-0.098688,-0.003030546246
-0.098686,-0.003014857482
-0.098684,-0.003007884698
-0.098682,-0.003005269904
-0.09868,-0.002973892376
-0.098678,-0.002968662788
-0.098676,-0.002957332014
-0.098674,-0.00294600124
-0.098672,-0.002936849461
-0.09867,-0.002923775491
-0.098668,-0.002907650928
-0.098666,-0.002904164536
-0.098664,-0.002888039973
-0.098662,-0.002881067189
-0.09866,-0.002859277239
-0.098658,-0.002855790847
-0.098656,-0.002836179892
-0.098654,-0.002821798525
-0.098652,-0.002820491128
-0.09865,-0.002806109761
-0.098648,-0.002788242002
-0.098646,-0.002769502645
-0.098644,-0.002756864474
-0.098642,-0.002732895529
-0.09864,-0.002725922745
-0.098638,-0.002708490785
-0.098636,-0.002694545217
-0.098634,-0.002676241659
-0.098632,-0.002674934262
-0.09863,-0.002655323307
-0.098628,-0.00262786797
-0.098626,-0.002623074181
-0.098624,-0.002612179206
-0.098622,-0.002588210261
-0.09862,-0.002580801678
-0.098618,-0.002563369718
-0.098616,-0.002552910542
-0.098614,-0.002535914381
-0.098612,-0.002502793657
-0.09861,-0.002501050461
-0.098608,-0.002493206079
-0.098606,-0.002458777958
-0.098604,-0.002448318782
-0.098602,-0.002437859606
-0.0986,-0.00242304244
-0.098598,-0.002402995686
-0.098596,-0.002384256329
-0.098594,-0.002359851585
-0.098592,-0.002341548027
-0.09859,-0.002324116067
-0.098588,-0.002313221092
-0.098586,-0.002304940911
-0.098584,-0.002285329956
-0.098582,-0.002258746217
-0.09858,-0.002246108046
-0.098578,-0.002234341473
-0.098576,-0.002211244126
-0.098574,-0.002189018377
-0.098572,-0.002178995
-0.09857,-0.002146745874
-0.098568,-0.002143695281
-0.098566,-0.002122776929
-0.098564,-0.002111010356
-0.098562,-0.002099243783
-0.09856,-0.002062636667
-0.098558,-0.002043461511
-0.098556,-0.002035617129
-0.098554,-0.00202210736
-0.098552,-0.00200903339
-0.09855,-0.00198288545
-0.098548,-0.001972426274
-0.098546,-0.001949328927
-0.098544,-0.001934075962
-0.098542,-0.001924052585
-0.09854,-0.001902698434
-0.098538,-0.001886573871
-0.098536,-0.001872628303
-0.098534,-0.001848659358
-0.098532,-0.001837328584
-0.09853,-0.00182163982
-0.098528,-0.001800285669
-0.098526,-0.001784161106
-0.098524,-0.001765421749
-0.098522,-0.001762806955
-0.09852,-0.001729250432
-0.098518,-0.001728378834
-0.098516,-0.001709639477
-0.098514,-0.001676518753
-0.098512,-0.001662573185
-0.09851,-0.001646012823
-0.098508,-0.001621608079
-0.098506,-0.00161681429
-0.098504,-0.001609841506
-0.098502,-0.001570619596
-0.0985,-0.001562339415
-0.098498,-0.00153837047
-0.098496,-0.001505249746
-0.098494,-0.001514401525
-0.098492,-0.001496097967
-0.09849,-0.001469078429
-0.098488,-0.001452082268
-0.098486,-0.001427241725
-0.098484,-0.001410681363
-0.098482,-0.001389327212
-0.09848,-0.001366665664
-0.098478,-0.00135533489
-0.098476,-0.001328751151
-0.098474,-0.001307832799
-0.098472,-0.001286914447
-0.09847,-0.001262945502
-0.098468,-0.00125510112
-0.098466,-0.001227209984
-0.098464,-0.001209778024
-0.098462,-0.001202369441
-0.09846,-0.001173170908
-0.098458,-0.00115922534
-0.098456,-0.001131770003
-0.098454,-0.001124797219
-0.098452,-0.001103878867
-0.09845,-0.00107642353
-0.098448,-0.001050711389
-0.098446,-0.001028921439
-0.098444,-0.001012796876
-0.098442,-0.000988392132
-0.09844,-0.000970524373
-0.098438,-0.000938275247
-0.098436,-0.000929123468
-0.098434,-0.000901232332
-0.098432,-0.000882928774
-0.09843,-0.000876827588
-0.098428,-0.000845014261
-0.098426,-0.000828453899
-0.098424,-0.000804484954
-0.098422,-0.000785309798
-0.09842,-0.000771800029
-0.098418,-0.000741729898
-0.098416,-0.000726912732
-0.098414,-0.000702943787
-0.098412,-0.00067548845
-0.09841,-0.000672437857
-0.098408,-0.000638881334
-0.098406,-0.000601838419
-0.098404,-0.000602274218
-0.098402,-0.00057961267
-0.0984,-0.000548235142
-0.098398,-0.000530367383
-0.098396,-0.000519472408
-0.098394,-0.000486351684
-0.098392,-0.000459767945
-0.09839,-0.000450180367
-0.098388,-0.000427518819
-0.098386,-0.000401806678
-0.098384,-0.000391347502
-0.098382,-0.000354740386
-0.09838,-0.000341666416
-0.098378,-0.000322927059
-0.098376,-0.000290677933
-0.098374,-0.000274117571
-0.098372,-0.000251891822
-0.09837,-0.000228794475
-0.098368,-0.000208311922
-0.098366,-0.000163424625
-0.098364,-0.000156451841
-0.098362,-0.000133354494
-0.09836,-9.4132584e-05
-0.098358,-9.4568383e-05
-0.098356,-7.1035237e-05
-0.098354,-2.9198533e-05
-0.098352,-2.9634332e-05
-0.09835,1.4817166e-05
-0.098348,4.4887297e-05
-0.098346,5.3167478e-05
-0.098344,8.0622815e-05
-0.098342,8.8031398e-05
-0.09834,0.000119408926
-0.098338,0.000135969288
-0.098336,0.000158195037
-0.098334,0.000190008364
-0.098332,0.000197852746
-0.09833,0.0002178995
-0.098328,0.000241868445
-0.098326,0.000259300405
-0.098324,0.000288063139
-0.098322,0.00031377528
-0.09832,0.000342102215
-0.098318,0.000354304587
-0.098316,0.000369993351
-0.098314,0.000392654899
-0.098312,0.000413573251
-0.09831,0.000432748407
-0.098308,0.000457153151
-0.098306,0.000473713513
-0.098304,0.00049245287
-0.098302,0.000528624187
-0.0983,0.000547799343
-0.098298,0.000568717695
-0.098296,0.000593558238
-0.098294,0.000597480429
-0.098292,0.000637138138
-0.09829,0.000651519505
-0.098288,0.000663286078
-0.098286,0.000696406802
-0.098284,0.000717325154
-0.098282,0.000737807707
-0.09828,0.000768313637
-0.098278,0.000775286421
-0.098276,0.000810150341
-0.098274,0.000828889698
-0.098272,0.000847629055
-0.09827,0.000875520191
-0.098268,0.000887722563
-0.098266,0.00091081991
-0.098264,0.000937403649
-0.098262,0.000942633237
-0.09826,0.000970088574
-0.098258,0.000992750122
-0.098256,0.001014975871
-0.098254,0.001049839791
-0.098252,0.001062042163
-0.09825,0.001087754304
-0.098248,0.001099956676
-0.098246,0.001134384797
-0.098244,0.001152252556
-0.098242,0.00118537328
-0.09824,0.00121587921
-0.098238,0.001224159391
-0.098236,0.001245949341
-0.098234,0.001279070065
-0.098232,0.001303910608
-0.09823,0.001311319191
-0.098228,0.001344004116
-0.098226,0.001358821282
-0.098224,0.001384969222
-0.098222,0.00140327278
-0.09822,0.001427241725
-0.098218,0.00145121067
-0.098216,0.001478666007
-0.098214,0.00150350655
-0.098212,0.001509607736
-0.09821,0.001527475495
-0.098208,0.001571926993
-0.098206,0.001574105988
-0.098204,0.001597639134
-0.098202,0.001616378491
-0.0982,0.001646884421
-0.098198,0.001654728803
-0.098196,0.001687849527
-0.098194,0.001713125869
-0.098192,0.001723149246
-0.09819,0.001744503397
-0.098188,0.001760192161
-0.098186,0.001788519096
-0.098184,0.001802900463
-0.098182,0.001829484202
-0.09818,0.001846044564
-0.098178,0.001863476524
-0.098176,0.001888317067
-0.098174,0.001903570032
-0.098172,0.001929717972
-0.09817,0.001955430113
-0.098168,0.001968068284
-0.098166,0.00198724344
-0.098164,0.002002496405
-0.098162,0.002014698777
-0.09816,0.002050870094
-0.098158,0.002046947903
-0.098156,0.002072660044
-0.098154,0.00210055118
-0.098152,0.002103165974
-0.09815,0.002138465693
-0.098148,0.002143695281
-0.098146,0.002162870437
-0.098144,0.002192504769
-0.098142,0.002198170156
-0.09814,0.0022225749
-0.098138,0.002249594438
-0.098136,0.002257874619
-0.098134,0.002278792971
-0.098132,0.002304940911
-0.09813,0.002326730861
-0.098128,0.002345906017
-0.098126,0.002365081173
-0.098124,0.002384256329
-0.098122,0.002400816691
-0.09812,0.002430886822
-0.098118,0.002441781797
-0.098116,0.002450933576
-0.098114,0.002476645717
-0.098112,0.002499743064
-0.09811,0.002517175024
-0.098108,0.002535478582
-0.098106,0.002552474743
-0.098104,0.002573828894
-0.098102,0.002585595467
-0.0981,0.002604770623
-0.098098,0.002630046965
-0.098096,0.002641813538
-0.098094,0.002651836915
-0.098092,0.002688008232
-0.09809,0.002704132795
-0.098088,0.002712848775
-0.098086,0.002744226303
-0.098084,0.00275424968
-0.098082,0.002772989037
-0.09808,0.002804366565
-0.098078,0.002809160354
-0.098076,0.002829642907
-0.098074,0.002848382264
-0.098072,0.002872787008
-0.09807,0.002885860978
-0.098068,0.002896755953
-0.098066,0.002923339692
-0.098064,0.002922903893
-0.098062,0.002951666627
-0.09806,0.002970841783
-0.098058,0.002988709542
-0.098056,0.002997861321
-0.098054,0.003020958668
-0.098052,0.003035340035
-0.09805,0.003051900397
-0.098048,0.003065410166
-0.098046,0.003086764317
-0.098044,0.003100274086
-0.098042,0.003108118468
-0.09804,0.003135573805
-0.098038,0.003136881202
-0.098036,0.003149083574
-0.098034,0.003170001926
-0.098032,0.003179589504
-0.09803,0.00319876466
-0.098028,0.003227527394
-0.098026,0.00322055461
-0.098024,0.003256725927
-0.098022,0.003262391314
-0.09802,0.003258904922
